v1_lat,v1_lon,v2_lat,v2_lon,v3_lat,v3_lon,v4_lat,v4_lon,v5_lat,v5_lon
53.5473498,9.9710983,53.5473283,9.9710863,53.5473544,9.9711553,53.5473671,9.9710789,53.5473593,9.9710991
53.5472732,9.9710602,53.5472488,9.9710519,53.5472075,9.9711252,53.5472107,9.9709845,53.5471957,9.9710246
53.5471847,9.9709957,53.5471862,9.9709858,53.5471345,9.9710683,53.5471344,9.9709282,53.5471104,9.9709592
53.5471017,9.9709159,53.5471215,9.9708953,53.5470558,9.9709876,53.5470619,9.9708548,53.54703,9.9708826
53.5470149,9.9708052,53.5470534,9.9707821,53.5469737,9.9708877,53.5469971,9.9707603,53.5469664,9.9707821
53.5469293,9.9706743,53.5469867,9.9706485,53.5468965,9.970771,53.5469246,9.9706573,53.5469045,9.9706743
53.5468459,9.9705393,53.5469132,9.9705159,53.5468229,9.9706497,53.5468559,9.9705524,53.5468436,9.9705629
53.5468459,9.9705393,53.5469132,9.9705159,53.5468229,9.9706497,53.5468559,9.9705524,53.5468436,9.9705629
53.546759,9.9703991,53.546836,9.9703827,53.5467525,9.9705197,53.5467911,9.9704466,53.5467814,9.9704544
53.5466784,9.9702684,53.5467726,9.9702439,53.546683,9.9703978,53.5467262,9.9703493,53.5467249,9.9703583
53.5466071,9.9701578,53.5466605,9.9699976,53.5465589,9.9701858,53.546566,9.9701128,53.546579,9.9701297
53.5465442,9.9700617,53.546601,9.9699074,53.5465045,9.9700949,53.5465202,9.9700508,53.5464998,9.9700119
53.5464835,9.9699698,53.5465413,9.9698328,53.5464539,9.9700148,53.5464783,9.9699965,53.5464689,9.9699643
53.5464259,9.9698799,53.5464839,9.9697699,53.5463693,9.9697784,53.5461235,9.9694958,53.5462309,9.969534
53.5463762,9.9698011,53.5464323,9.9697164,53.5463693,9.9697784,53.5461235,9.9694958,53.5462309,9.969534
53.5463332,9.9697346,53.5463152,9.969674,53.5463107,9.9696865,53.5459518,9.9695292,53.5458555,9.9696927
53.5462983,9.969682,53.5463063,9.9696738,53.5463107,9.9696865,53.5459518,9.9695292,53.5458555,9.9696927
53.546273,9.9696431,53.5462892,9.9696556,53.5463107,9.9696865,53.5459518,9.9695292,53.5458555,9.9696927
53.5462455,9.9696041,53.5462572,9.969613,53.5462544,9.9696163,53.5459061,9.9696035,53.5458555,9.9696927
53.5462455,9.9696041,53.5462572,9.969613,53.5462544,9.9696163,53.5459061,9.9696035,53.5458555,9.9696927
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5462116,9.9695652,53.5462149,9.9695468,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5461638,9.9695242,53.5461634,9.9694725,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5461638,9.9695242,53.5461634,9.9694725,53.5461843,9.969551,53.5458794,9.9697037,53.5458811,9.9695671
53.5461022,9.9694955,53.5460972,9.9694353,53.5461128,9.9695075,53.5458527,9.9698124,53.5458811,9.9695671
53.5460364,9.9694932,53.5460257,9.9694211,53.5460369,9.9695198,53.5458298,9.969923,53.5458811,9.9695671
53.5459245,9.9695918,53.5458984,9.9696637,53.5459292,9.9696861,53.5457726,9.9701605,53.5458321,9.9698343
53.5458931,9.9697253,53.5458984,9.9696637,53.5459292,9.9696861,53.5457726,9.9701605,53.5458321,9.9698343
53.5458633,9.9698922,53.5458509,9.9698623,53.5458988,9.9698231,53.545742,9.9702845,53.5458099,9.9699863
53.5458633,9.9698922,53.5458509,9.9698623,53.5458988,9.9698231,53.545742,9.9702845,53.5458099,9.9699863
53.5458229,9.9700748,53.5458021,9.9700734,53.5458133,9.9701833,53.5456467,9.970665,53.5457092,9.9704786
53.5457771,9.9702507,53.5457515,9.9702784,53.5457664,9.9703689,53.5456123,9.9707823,53.5456721,9.9706152
53.5457355,9.9704172,53.5457052,9.9704565,53.5457223,9.9705405,53.5455856,9.9708939,53.5456376,9.9707429
53.5456959,9.970574,53.5456641,9.9706113,53.5456824,9.9706971,53.5455551,9.9709959,53.545608,9.9708589
53.5456567,9.9707289,53.5456271,9.9707612,53.5456442,9.970846,53.5455322,9.9710932,53.5455788,9.9709739
53.5456192,9.9708763,53.5455892,9.9709073,53.5456083,9.9709813,53.5455055,9.9711876,53.5455499,9.9710884
53.5455838,9.9710173,53.5455543,9.9710443,53.5455753,9.9711,53.5454865,9.9712811,53.5455208,9.9712033
53.545548,9.9711591,53.5455234,9.9711707,53.5455402,9.9712229,53.5454712,9.9713736,53.5454923,9.9713154
53.5455105,9.9713075,53.5454909,9.9713,53.5455027,9.9713562,53.5454559,9.9714708,53.5454678,9.9714189
53.5454774,9.9714541,53.5454584,9.9714353,53.5454707,9.9714872,53.5454483,9.9715576,53.5454498,9.9715101
53.5454505,9.9715976,53.5454322,9.9715652,53.5454501,9.9715933,53.5454369,9.9716244,53.5454383,9.9715743
53.5454249,9.9718309,53.5454054,9.9718559,53.5454184,9.9718641,53.5454063,9.9719868,53.5453997,9.9719202
53.5454209,9.9719165,53.5454079,9.9719175,53.5454141,9.9719372,53.5454025,9.9721251,53.545393,9.9720635
53.5454197,9.971989,53.5454103,9.9719773,53.5454141,9.9719372,53.5454063,9.9719868,53.5453997,9.9719202
53.5454179,9.972127,53.5454064,9.9721426,53.5454066,9.972184,53.5453949,9.9722862,53.5453876,9.9722436
53.5454179,9.972127,53.5454064,9.9721426,53.5454066,9.972184,53.5453949,9.9722862,53.5453876,9.9722436
53.5454157,9.9722241,53.5453983,9.9722764,53.5454017,9.9723361,53.5453873,9.9724617,53.5453796,9.9724286
53.5454157,9.9722241,53.5453983,9.9722764,53.5454017,9.9723361,53.5453873,9.9724617,53.5453796,9.9724286
53.5454125,9.972345,53.5453983,9.9722764,53.5454017,9.9723361,53.5453873,9.9724617,53.5453796,9.9724286
53.5454051,9.9724817,53.5453905,9.9724217,53.5453894,9.9725047,53.5453682,9.97264,53.5453612,9.9726114
53.5453896,9.972629,53.5453773,9.9725803,53.5453894,9.9725047,53.5453873,9.9724617,53.5453796,9.9724286
53.5453669,9.9727781,53.5453542,9.9727409,53.545368,9.9726822,53.5453682,9.97264,53.5453612,9.9726114
53.5453375,9.9729375,53.5453262,9.9729026,53.5453395,9.972861,53.5453415,9.9728184,53.5453302,9.9728054
53.5453009,9.973103,53.5452927,9.9730684,53.5453049,9.9730357,53.5453072,9.9729967,53.5452919,9.9730027
53.5452546,9.9732698,53.5452496,9.9732404,53.5452588,9.9732138,53.5452652,9.973175,53.5452459,9.9731956
53.5452007,9.9734437,53.5451972,9.9734146,53.5452036,9.9733934,53.5452118,9.9733562,53.5451916,9.9733845
53.5451435,9.9736196,53.5451366,9.973598,53.5451407,9.973581,53.5451508,9.9735422,53.5451313,9.9735688
53.5450822,9.9738074,53.5450761,9.9737848,53.5450729,9.9737807,53.5450897,9.9737377,53.5450683,9.9737597
53.5450212,9.9739978,53.5450125,9.97398,53.5450058,9.9739852,53.5450249,9.973938,53.5450042,9.9739597
53.5449625,9.9741821,53.544950299999996,9.9741735,53.5449413,9.9741854,53.54496,9.9741316,53.5449439,9.9741497
53.5449056,9.9743609,53.5448927,9.9743574,53.5448808,9.9743719,53.5449028,9.9743099,53.5448877,9.974324
53.5448502,9.9745325,53.5448387,9.9745297,53.5448267,9.9745369,53.5448456,9.9744787,53.544836,9.9744837
53.5447953,9.9747021,53.5447894,9.9746894,53.5447731,9.9746973,53.5447922,9.9746437,53.5447844,9.974644
53.5447403,9.9748716,53.5447391,9.9748495,53.5447205,9.9748567,53.5447426,9.9748068,53.5447319,9.9748076
53.5446865,9.9750381,53.5446883,9.9750119,53.5446708,9.9750094,53.544693,9.9749651,53.5446834,9.9749582
53.5446332,9.975203,53.5446379,9.9751745,53.5446187,9.9751714,53.5446396,9.9751234,53.5446338,9.9751139
53.544578,9.9753729,53.5445856,9.9753428,53.5445653,9.9753383,53.54459,9.9752817,53.5445827,9.9752722
53.544523,9.9755402,53.5445324,9.9755155,53.5445096,9.9755034,53.5445328,9.9754429,53.5445306,9.975432
53.5444619,9.975703,53.5444743,9.9756781,53.5444491,9.975665,53.5444756,9.9756041,53.5444759,9.975594
53.5443889,9.9758516,53.5444047,9.975835,53.5443776,9.9758153,53.5444145,9.9757557,53.5444139,9.9757485
53.5443038,9.9759865,53.544322,9.9759745,53.5442924,9.9759582,53.5443344,9.9758987,53.5443313,9.9758934
53.5442192,9.9761209,53.5442373,9.9761113,53.5442054,9.9761011,53.5442543,9.976038,53.5442433,9.9760311
53.5441397,9.976267,53.5441525,9.9762529,53.5441253,9.9762531,53.5441742,9.976182,53.5441597,9.976172
53.5440802,9.9764402,53.544079,9.9764108,53.5440585,9.9764157,53.5441093,9.9763403,53.5440891,9.9763236
53.5440422,9.9766279,53.5440238,9.9765881,53.5440214,9.9766012,53.5440559,9.9765148,53.5440359,9.976494
53.5440253,9.9768269,53.5440087,9.9767915,53.5440039,9.9768023,53.5440292,9.9767113,53.5440067,9.9766891
53.5440254,9.9770244,53.5440159,9.9770033,53.5440035,9.977004,53.5440178,9.976923,53.5439927,9.9769138
53.5440464,9.9772238,53.5440339,9.9772084,53.5440258,9.9771993,53.5440369,9.9771357,53.544009,9.9771574
53.5440792,9.9774968,53.5440587,9.9774012,53.5440511,9.9773964,53.5440559,9.9773445,53.5440378,9.9773869
53.5440877,9.9776552,53.5440733,9.977604,53.5440649,9.9775953,53.5440712,9.9775524,53.5440554,9.9776005
53.5440955,9.9778292,53.5440825,9.9778117,53.5440739,9.9777982,53.544075,9.9777594,53.5440643,9.9778044
53.5441036,9.9780061,53.5440886,9.9780016,53.544081,9.9780012,53.5440788,9.9779682,53.5440715,9.9780009
53.5441106,9.9781974,53.5440966,9.9781747,53.5440873,9.9782035,53.5440826,9.9781666,53.5440787,9.9781968
53.544114,9.9783907,53.544102,9.9783774,53.5440903,9.9783949,53.5440865,9.9783545,53.5440845,9.9783866
53.544114,9.9785873,53.5441016,9.978577,53.5440895,9.978583,53.5440865,9.9785404,53.5440814,9.97857
53.5441123,9.9787831,53.5440999,9.9787804,53.5440848,9.9787734,53.5440826,9.9787283,53.544075,9.9787572
53.5441113,9.9789803,53.5440996,9.9789827,53.5440819,9.978965,53.5440788,9.9789143,53.5440712,9.978944
53.544113,9.9791685,53.5441028,9.9791851,53.5440829,9.9791627,53.5440826,9.9790974,53.5440696,9.9791252
53.5441194,9.9793564,53.5441116,9.9793773,53.5440882,9.9793524,53.5440941,9.9792719,53.5440733,9.9792934
53.5441304,9.9795451,53.5441243,9.9795554,53.5441019,9.979525,53.5441017,9.9794464,53.5440825,9.9794638
53.5441452,9.9797375,53.5441395,9.9797395,53.5441169,9.9796993,53.544117,9.9796228,53.5440964,9.9796403
53.5441536,9.9799367,53.5441498,9.9799268,53.5441268,9.9798782,53.5441284,9.9797974,53.5441079,9.9798283
53.5441593,9.9801286,53.5441568,9.9801191,53.5441344,9.9800622,53.544136,9.9799814,53.5441133,9.9800111
53.5441568,9.9803217,53.5441568,9.9803063,53.5441364,9.9802424,53.544136,9.9801741,53.5441143,9.9802024
53.5441476,9.9805075,53.5441507,9.9804937,53.5441313,9.9804227,53.544136,9.9803619,53.5441081,9.9803957
53.5441336,9.9806901,53.5441375,9.9806774,53.544119,9.9805999,53.5441208,9.9805317,53.5440962,9.9805716
53.5441209,9.9808621,53.5441259,9.9808501,53.5440962,9.9809033,53.5440979,9.9808846,53.5440722,9.9808844
53.5441119,9.9810245,53.5441195,9.9810072,53.544092,9.9810154,53.5440979,9.9809589,53.5440662,9.9810198
53.5441059,9.9812759,53.5441226,9.9813045,53.5440857,9.9812792,53.5440903,9.9814291,53.544066,9.981431
53.544106,9.9813515,53.5441246,9.981345,53.5440834,9.9813606,53.5440903,9.9814291,53.544066,9.981431
53.5441067,9.9814488,53.5441415,9.9814102,53.5440834,9.9813606,53.5440903,9.9814291,53.544066,9.981431
53.5441179,9.9814903,53.5441452,9.98148,53.5440826,9.9814667,53.5440903,9.9815521,53.5440676,9.9815644
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441192,9.9815571,53.5441486,9.9815702,53.5440831,9.9815846,53.5440903,9.9816818,53.54407,9.9817082
53.5441208,9.9816379,53.5441519,9.9816771,53.5440856,9.9817173,53.5440979,9.9818172,53.5440735,9.9818558
53.5441234,9.9817364,53.5441519,9.9816771,53.5440856,9.9817173,53.5440979,9.9818172,53.5440735,9.9818558
53.5441234,9.9817364,53.5441519,9.9816771,53.5440856,9.9817173,53.5440979,9.9818172,53.5440735,9.9818558
53.544126,9.9818573,53.5441561,9.9818015,53.5440916,9.9818589,53.5441055,9.9819622,53.54408,9.982011
53.5441327,9.9819973,53.5441636,9.9819363,53.5441021,9.9820096,53.5441246,9.982111,53.5440954,9.9821693
53.5441477,9.9821477,53.5441769,9.9820894,53.5441221,9.9821737,53.5441551,9.9822598,53.5441206,9.982326
53.5441754,9.9822993,53.5442021,9.9822501,53.5441582,9.9823356,53.5441933,9.9824047,53.5441629,9.982466
53.5442227,9.9824529,53.5442391,9.9823991,53.5442092,9.982485,53.544239,9.982542,53.5442132,9.9826
53.54427,9.9825892,53.5442869,9.9825372,53.5442693,9.9826267,53.5442924,9.9826746,53.5442674,9.9827304
53.5443231,9.9827344,53.5443435,9.9826782,53.5443289,9.982772,53.544342,9.9828081,53.5443188,9.9828582
53.5443804,9.9828863,53.5444006,9.9828234,53.544387,9.9829187,53.5443954,9.9829407,53.5443727,9.9829858
53.5444385,9.9830286,53.5444577,9.9829634,53.544442599999996,9.9830547,53.5444527,9.9830742,53.5444277,9.9831109
53.5444958,9.9831718,53.5445139,9.9830985,53.5444988,9.9831941,53.5445099,9.9832182,53.5444781,9.9832298
53.5445536,9.9833206,53.5445689,9.9832381,53.5445563,9.9833431,53.5445671,9.9833736,53.5445294,9.9833597
53.5446128,9.9834773,53.5446291,9.9833906,53.5446152,9.9834995,53.5446281,9.9835339,53.5445903,9.9835204
53.5446706,9.9836329,53.5446888,9.9835467,53.5446722,9.9836583,53.5446854,9.9836893,53.5446568,9.9836972
53.5447275,9.9837851,53.5447501,9.9836904,53.5447265,9.9838056,53.5447388,9.9838343,53.5447229,9.9838735
53.5447838,9.9839351,53.5448048,9.983825,53.5447754,9.9839371,53.5447922,9.9839678,53.54478,9.9840217
53.5448389,9.9840806,53.5449083,9.9840796,53.5448828,9.9841896,53.5449066,9.9842081,53.5448863,9.9842587
53.5448988,9.9842113,53.5449726,9.9842026,53.5449628,9.9843121,53.5449791,9.9843178,53.5449566,9.9843622
53.5449713,9.9843275,53.5449726,9.9842026,53.5449628,9.9843121,53.5449791,9.9843178,53.5449566,9.9843622
53.5450533,9.9844245,53.5450562,9.9843255,53.5450601,9.9844266,53.5450706,9.9844179,53.5450481,9.9844706
53.545143,9.9845039,53.5451519,9.9844284,53.5451684,9.9845203,53.5451736,9.9845047,53.5451665,9.9845724
53.5452412,9.9845723,53.5452472,9.9845053,53.545282,9.9845981,53.5452881,9.9845867,53.54528,9.9846471
53.545343,9.9846368,53.5453462,9.9845668,53.545282,9.9845981,53.5452881,9.9845867,53.54528,9.9846471
53.5454502,9.9847042,53.545443,9.9846178,53.5453899,9.9846668,53.5454063,9.9846621,53.5453977,9.9847203
53.5455572,9.9847659,53.5455474,9.9846671,53.5454929,9.9847254,53.545517,9.9847317,53.5455155,9.9847887
53.5456647,9.9848311,53.5456577,9.9847197,53.5455946,9.9847886,53.5456238,9.9848003,53.5456241,9.9848529
53.5457731,9.984901,53.5457729,9.9847754,53.5457012,9.9848526,53.5457306,9.9848738,53.54573,9.9849182
53.5458818,9.9849808,53.5458796,9.9848464,53.5458063,9.9849222,53.5458336,9.9849472,53.5458279,9.9849874
53.5459854,9.9850609,53.5459836,9.9849225,53.5459999,9.9850599,53.5460205,9.9850845,53.5460033,9.9851202
53.546083,9.985138,53.5460826,9.9849983,53.5460887,9.9851273,53.5461159,9.9851513,53.5460839,9.9851836
53.5461749,9.9852118,53.5461811,9.9850642,53.5461745,9.9851928,53.5461998,9.9852123,53.5461616,9.9852473
53.5462622,9.9852831,53.5462754,9.9851333,53.5462555,9.9852575,53.5462761,9.9852743,53.5462327,9.9853043
53.5463485,9.9853547,53.5463604,9.9852014,53.5463355,9.98532,53.5463486,9.9853411,53.5463008,9.9853587
53.5464344,9.9854256,53.5464402,9.9852669,53.5464109,9.9853815,53.5464211,9.9854012,53.5464263,9.9854679
53.5465173,9.9854962,53.5465942,9.9853994,53.5465595,9.9855087,53.5465508,9.985528,53.5465671,9.9856001
53.5465946,9.9855663,53.5466668,9.9854678,53.5466326,9.9855734,53.5466194,9.985589,53.5465671,9.9856001
53.5466701,9.985634,53.5467429,9.9855319,53.5467014,9.9856357,53.5466766,9.9856472,53.5466317,9.9856648
53.5467421,9.9857011,53.5468181,9.9856018,53.5467675,9.9856981,53.5467339,9.9857063,53.5467335,9.9857759
53.5468114,9.9857684,53.5468831,9.9856697,53.5468376,9.9857562,53.5468292,9.9858294,53.5468321,9.985879
53.5468732,9.9858295,53.546946,9.9857327,53.5469039,9.9858189,53.5468864,9.985878,53.546891,9.9859399
53.5469319,9.9858879,53.5470029,9.9857944,53.5469621,9.985877,53.5469284,9.9859343,53.5469372,9.9859897
53.5469833,9.9859391,53.5470546,9.9858542,53.5470148,9.9859319,53.5469704,9.9859762,53.5469698,9.9860338
53.5470836,9.9860488,53.5471074,9.985908,53.5470618,9.9859817,53.5470238,9.9860392,53.5470125,9.986092
53.5471318,9.9861059,53.5472002,9.9860067,53.5471578,9.9860931,53.5471611,9.9862814,53.5472605,9.9863877
53.5471767,9.9861616,53.5472327,9.9860492,53.5471924,9.9861425,53.5472031,9.9863386,53.5473063,9.9864487
53.5472153,9.9862124,53.5472661,9.9861898,53.5472134,9.9862464,53.5472031,9.9863386,53.5473063,9.9864487
53.5472342,9.9863121,53.5472735,9.9862229,53.5472407,9.9862879,53.5472031,9.9863386,53.5473063,9.9864487
53.5472675,9.9862883,53.5472888,9.9862456,53.5472407,9.9862879,53.5472031,9.9863386,53.5473063,9.9864487
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
53.5472866,9.9864278,53.5473218,9.9862811,53.5472798,9.9863413,53.5472527,9.986393,53.5473502,9.9865052
