od,start_latitude,start_longitude,end_latitude,end_longitude,length_km_shortest_path,interv_dist_shortest_path,co2_shortest_path,length_km_best_interv_dist,interv_dist_best_interv_dist,co2_best_interv_dist,best_interv_dist_is_shortest,length_km_best_co2,interv_dist_best_co2,co2_best_co2,best_co2_is_shortest
"(52707275, 1564056563)",53.5545975,9.9584162,53.5560549,10.0001271,3.4722370000000007,506.36726875,0.47951193529411773,3.4722370000000007,506.36726875,0.47951193529411773,True,3.4722370000000007,506.36726875,0.47951193529411773,True
"(3348730262, 21112779)",53.5644932,9.9765992,53.5723711,9.9676395,1.225663,151.71241875,0.16061335882352942,1.298849,151.601125,0.1697613705882353,False,1.225663,151.71241875,0.16061335882352942,True
"(1732944497, 16738085)",53.5408599,10.0038392,53.5667711,9.9959139,3.682548,584.3655062500001,0.5198077411764707,3.682548,584.3655062500001,0.5198077411764707,True,3.682548,584.3655062500001,0.5198077411764707,True
"(266197547, 1502148223)",53.5589855,9.9946205,53.564805,9.9576541,3.0200029999999995,375.07441874999995,0.40610029999999997,3.0200029999999995,375.07441874999995,0.40610029999999997,True,3.0200029999999995,375.07441874999995,0.40610029999999997,True
"(18652854, 319060332)",53.569913,9.9791179,53.5555674,10.0087126,3.2203389999999996,586.426025,0.47863389999999995,3.2203389999999996,586.426025,0.47863389999999995,True,3.2203389999999996,586.426025,0.47863389999999995,True
"(242891782, 259406385)",53.5458449,9.982675,53.5443596,9.980562,0.284872,14.3381375,0.03114602352941177,0.284872,14.3381375,0.03114602352941177,True,0.284872,14.3381375,0.03114602352941177,True
"(5077434188, 6046658701)",53.5669151,9.9714808,53.5642512,9.9685721,0.853676,156.97893749999997,0.12784995294117646,0.853676,156.97893749999997,0.12784995294117646,True,0.853676,156.97893749999997,0.12784995294117646,True
"(76463179, 1561539048)",53.541951,10.003103,53.560283,10.0117693,2.6982799999999996,483.25706249999996,0.39843388235294114,2.6982799999999996,483.25706249999996,0.39843388235294114,True,2.6982799999999996,483.25706249999996,0.39843388235294114,True
"(1520881899, 203889773)",53.5458242,9.9528036,53.5487906,10.0021805,3.728513,509.652925,0.5076336529411765,3.728513,509.652925,0.5076336529411765,True,3.728513,509.652925,0.5076336529411765,True
"(469082555, 141316017)",53.5603987,9.992316,53.5479853,9.9829907,1.7816609999999995,403.93625624999993,0.28436609999999996,1.7816609999999995,403.93625624999993,0.28436609999999996,True,1.7816609999999995,403.93625624999993,0.28436609999999996,True
"(36571761, 122590918)",53.5447603,9.9762573,53.56196,9.9587941,2.8987910000000006,498.70489375,0.41730262941176477,2.8987910000000006,498.70489375,0.41730262941176477,True,2.8987910000000006,498.70489375,0.41730262941176477,True
"(18652834, 21450341)",53.5742652,9.988709,53.5576897,9.9725389,3.0610090000000003,561.7019312499999,0.44752442941176473,3.379418,507.70162500000004,0.46428885882352944,False,3.0610090000000003,561.7019312499999,0.44752442941176473,True
"(21112780, 249741660)",53.5739172,9.9612738,53.5481475,10.0062143,4.506122,716.86555,0.6495945529411765,4.506122,716.86555,0.6495945529411765,True,4.506122,716.86555,0.6495945529411765,True
"(1500721483, 18130121)",53.5668201,9.9683888,53.5463394,9.9659854,2.707723,511.96974375,0.40356641764705886,3.310503999999999,375.78004375,0.4239151058823528,False,2.8521499999999995,429.33371875,0.39960323529411756,False
"(297242778, 1506299250)",53.564322,9.9622224,53.5489649,9.9529689,2.333907,378.026125,0.3280848176470588,2.333907,378.026125,0.3280848176470588,True,2.333907,378.026125,0.3280848176470588,True
"(7389336551, 21074933)",53.5457708,9.9829926,53.5641052,9.9925305,2.7982739999999997,597.5190625,0.4385803411764706,2.7982739999999997,597.5190625,0.4385803411764706,True,2.7982739999999997,597.5190625,0.4385803411764706,True
"(338280098, 8223839445)",53.5431449,9.9834474,53.5638965,9.989433,2.777993,568.8427875,0.4312345941176471,2.777993,568.8427875,0.4312345941176471,True,2.777993,568.8427875,0.4312345941176471,True
"(540212352, 299330453)",53.5478245,9.9864376,53.5700846,9.9576242,3.5963499999999993,494.05739374999996,0.49855852941176465,3.5963499999999993,494.05739374999996,0.49855852941176465,True,3.5963499999999993,494.05739374999996,0.49855852941176465,True
"(71088464, 249708187)",53.54649,9.9633169,53.5411564,9.9998072,2.6894280000000004,388.90134375,0.37325456470588236,2.6894280000000004,388.90134375,0.37325456470588236,True,2.6894280000000004,388.90134375,0.37325456470588236,True
"(2960125507, 2149668653)",53.5701293,9.9846251,53.542339,10.0045271,4.149668,752.28978125,0.6141138588235294,4.149668,752.28978125,0.6141138588235294,True,4.149668,752.28978125,0.6141138588235294,True
"(1506769105, 1524487555)",53.5473875,9.9564371,53.5559868,9.9793768,2.5570370000000002,466.78413750000004,0.3779919352941177,2.5570370000000002,466.78413750000004,0.3779919352941177,True,2.5570370000000002,466.78413750000004,0.3779919352941177,True
"(1564056563, 18130108)",53.5560549,10.0001271,53.544452,9.9763133,2.5885390000000004,458.8971,0.3783774294117647,2.7450870000000003,409.654175,0.38250281764705885,False,2.61415,442.4969875,0.3723620588235294,False
"(71103884, 2960125507)",53.5472634,9.9560325,53.5701293,9.9846251,4.103332,782.4501875,0.6074567294117648,4.103332,782.4501875,0.6074567294117648,True,4.103332,782.4501875,0.6074567294117648,True
"(206870173, 18652838)",53.5733535,9.9538951,53.5742536,9.9818623,2.513491,412.04588125,0.35665498235294124,3.1051770000000007,403.16044375,0.4150706411764707,False,2.513491,412.04588125,0.35665498235294124,True
"(1524336662, 18652838)",53.5610225,9.9673433,53.5742536,9.9818623,2.1505889999999996,322.80898125,0.30346478235294116,2.1505889999999996,322.80898125,0.30346478235294116,True,2.1505889999999996,322.80898125,0.30346478235294116,True
