u,v,key,name,linearity,geometry
484926802,3032426990,0,Helgoländer Allee,0.8864516847315875,POINT (9.9709498 53.5479582)
1562406613,16738072,0,Alsterglacis,0.9403847793358825,POINT (9.9920589 53.559322)
