Latitude,Longtitude
+ACI-53,5557968+ACI-,+ACI-9,9725576+ACI-
+ACI-53,5557971+ACI-,+ACI-9,9725568+ACI-
+ACI-53,5557974+ACI-,+ACI-9,9725545+ACI-
+ACI-53,5557976+ACI-,+ACI-9,9725527+ACI-
+ACI-53,5557975+ACI-,+ACI-9,972552+ACI-
+ACI-53,555797+ACI-,+ACI-9,9725502+ACI-
+ACI-53,5557962+ACI-,+ACI-9,9725494+ACI-
+ACI-53,5557955+ACI-,+ACI-9,9725482+ACI-
+ACI-53,5557948+ACI-,+ACI-9,9725467+ACI-
+ACI-53,555794+ACI-,+ACI-9,9725452+ACI-
+ACI-53,5557931+ACI-,+ACI-9,9725437+ACI-
+ACI-53,5557924+ACI-,+ACI-9,9725422+ACI-
+ACI-53,5557914+ACI-,+ACI-9,9725409+ACI-
+ACI-53,5557903+ACI-,+ACI-9,9725398+ACI-
+ACI-53,5557889+ACI-,+ACI-9,9725394+ACI-
+ACI-53,5557874+ACI-,+ACI-9,9725388+ACI-
+ACI-53,5557864+ACI-,+ACI-9,9725382+ACI-
+ACI-53,555785+ACI-,+ACI-9,9725378+ACI-
+ACI-53,5557836+ACI-,+ACI-9,9725372+ACI-
+ACI-53,5557826+ACI-,+ACI-9,9725368+ACI-
+ACI-53,5557816+ACI-,+ACI-9,9725366+ACI-
+ACI-53,555781+ACI-,+ACI-9,9725363+ACI-
+ACI-53,5557809+ACI-,+ACI-9,9725357+ACI-
+ACI-53,555781+ACI-,+ACI-9,972535+ACI-
+ACI-53,555781+ACI-,+ACI-9,9725346+ACI-
+ACI-53,5557811+ACI-,+ACI-9,9725341+ACI-
+ACI-53,5557813+ACI-,+ACI-9,9725337+ACI-
+ACI-53,5557814+ACI-,+ACI-9,9725333+ACI-
+ACI-53,5557811+ACI-,+ACI-9,9725333+ACI-
+ACI-53,5557811+ACI-,+ACI-9,972533+ACI-
+ACI-53,5557804+ACI-,+ACI-9,972533+ACI-
+ACI-53,5557791+ACI-,+ACI-9,9725339+ACI-
+ACI-53,5557742+ACI-,+ACI-9,9725381+ACI-
+ACI-53,5557669+ACI-,+ACI-9,9725521+ACI-
+ACI-53,5557599+ACI-,+ACI-9,9725696+ACI-
+ACI-53,555755+ACI-,+ACI-9,972588+ACI-
+ACI-53,555753+ACI-,+ACI-9,9726062+ACI-
+ACI-53,5557555+ACI-,+ACI-9,9726305+ACI-
+ACI-53,5557594+ACI-,+ACI-9,9726572+ACI-
+ACI-53,5557638+ACI-,+ACI-9,9726841+ACI-
