RW_RG,RG_PS
1239.5375549055104,4.17958593342538
1240.8084231021153,4.17958593342538
1244.2689069637258,4.17958593342538
1246.7764901916753,4.17958593342538
1249.4014933008648,4.17958593342538
1251.8279728700056,4.17958593342538
1254.349707661809,4.17958593342538
1257.3535730259284,4.17958593342538
1258.9944891806344,4.17958593342538
1261.3210939918729,4.17958593342538
1263.437066473205,4.17958593342538
1266.2761104775655,4.17958593342538
1269.3764387281387,4.17958593342538
1272.749850928776,4.17958593342538
1276.9226487730032,4.17958593342538
1280.5424376365584,4.17958593342538
1283.9135702833903,4.17958593342538
1287.2716774415683,4.17958593342538
1290.7520292148536,4.17958593342538
1294.421461739488,4.17958593342538
1297.721422669378,4.17958593342538
1301.2742286744287,4.17958593342538
1305.0931141875,4.17958593342538
1309.1151849230682,4.17958593342538
1312.8047482865761,4.17958593342538
1316.6414636467107,4.17958593342538
1320.8499997414278,3.8142313573407494
1323.9766477391042,18.542443169169683
1325.5607287932905,18.542443169169683
1327.5537234821552,18.542443169169683
1329.4784873488559,18.542443169169683
1331.4617006428575,23.126072532159945
1333.2142555973041,23.126072532159945
1334.9313820955292,23.126072532159945
1336.450436705534,23.126072532159945
1338.0080471880788,23.126072532159945
1339.4377060838135,23.126072532159945
1340.6270665978307,23.126072532159945
1341.4775251199362,23.126072532159945
1342.014910289634,23.126072532159945
1341.8815925146162,23.126072532159945
1341.5104569783632,23.126072532159945
1341.3471557952612,23.126072532159945
1341.9246927986608,23.126072532159945
1343.110881772693,23.126072532159945
1344.7241412240858,23.126072532159945
1346.9927891502762,23.126072532159945
1349.8612744425834,23.126072532159945
1352.815505116811,23.126072532159945
1354.826937270416,23.126072532159945
1356.3586734949793,23.126072532159945
1357.4232820681825,23.126072532159945
1358.050591659527,23.126072532159945
1358.143071438293,23.126072532159945
1355.8163379412722,23.126072532159945
1351.07827031119,23.126072532159945
1345.5366823863858,23.126072532159945
1338.3331064028866,23.126072532159945
1331.0349073934024,23.126072532159945
1324.0236306775073,23.126072532159945
1317.550491250351,23.126072532159945
1311.5154918826595,23.126072532159945
1305.455595672553,23.126072532159945
1300.1895408597775,23.126072532159945
1294.8268423494878,23.126072532159945
1289.0886312673306,23.126072532159945
1283.3507057643887,23.126072532159945
1276.3734168795218,23.126072532159945
1272.9317352430257,23.126072532159945
1268.5661470534983,23.126072532159945
1264.2185006972945,23.126072532159945
1258.4982732120377,23.126072532159945
1250.967496120891,23.126072532159945
1242.3136423049177,23.126072532159945
1231.6028440929408,23.126072532159945
1223.6905923763227,23.126072532159945
1214.6351135579966,23.126072532159945
1205.0890908621514,23.126072532159945
1195.0733798883357,23.126072532159945
1184.540315237273,23.126072532159945
1174.3540091006375,23.126072532159945
1164.1223798564981,23.126072532159945
1153.8546515126432,23.126072532159945
1143.7139811811753,23.126072532159945
1133.5683229768922,23.126072532159945
1122.9968741292548,23.126072532159945
1112.4628410923829,23.126072532159945
1101.6733539689567,23.126072532159945
1090.9615278281851,23.126072532159945
1081.1183891263,23.126072532159945
1071.669020127945,23.126072532159945
1062.5072762098575,23.126072532159945
1053.9250986242157,23.126072532159945
1046.9689644303287,27.44783217152254
1040.1440143634172,31.20983183202336
1036.913921251484,33.82383524852907
1036.2065266997797,36.299374504781596
1036.2501692102016,38.639424593934216
1037.408187722609,42.51687280976718
1039.4502850875376,47.64642714493852
1040.5179518628888,52.46063488405018
1039.6876386450729,55.60636791908642
1037.374033676731,57.84485405923854
1034.359182858594,59.30856632737045
1030.7295909741586,60.40645987506792
1025.9169699434242,60.04616004563069
1021.6924605983774,60.04616004563069
1018.8865848958101,60.04616004563069
1018.7584085865057,8.954367615383282
1017.9489412583875,8.954367615383282
1018.0922314051827,8.954367615383282
1017.8771904876984,8.954367615383282
1017.2151570415325,8.954367615383282
1015.0641702743284,8.954367615383282
1011.2590889426846,8.954367615383282
1006.6552462369987,8.954367615383282
1002.1272613824657,8.954367615383282
997.430455538811,8.954367615383282
993.9432682045033,8.954367615383282
990.0084873985144,8.954367615383282
986.3867210945743,8.954367615383282
982.7442565698684,8.954367615383282
978.4741889260686,8.954367615383282
974.0620148933929,8.954367615383282
969.6940663782109,8.954367615383282
965.1570537220282,8.954367615383282
960.328748548689,8.954367615383282
955.1773460669579,8.954367615383282
950.1208118932593,8.954367615383282
945.6017864602406,8.954367615383282
941.8891057377067,8.954367615383282
937.9030283735708,8.954367615383282
932.584455389401,8.954367615383282
925.7541061251057,8.954367615383282
918.1383806773604,8.954367615383282
909.7876336463713,8.954367615383282
897.0663971264008,8.954367615383282
890.3940306687437,8.954367615383282
882.6024140880428,8.954367615383282
874.865272860392,8.954367615383282
867.5201425843366,8.954367615383282
860.624726761971,8.954367615383282
854.2879303498787,8.954367615383282
848.2767609631056,8.954367615383282
842.5016001168568,8.954367615383282
837.1146838615117,8.954367615383282
831.9813356764857,8.954367615383282
827.3347291073381,8.954367615383282
823.0503393951378,8.954367615383282
819.5434975142423,8.954367615383282
818.141266714454,7.612454964303237
818.6900809899898,5.20949270788592
820.8273083774752,2.073079715713303
825.1645974039632,3.3716074049736213
1216.7065146845243,1.2109728203956398
1216.61587184213,1.2109728203956398
1215.2838780362365,1.2109728203956398
1212.2750458209816,1.2109728203956398
1206.782767035422,2.5133534005795317
1204.404024026799,4.526107218690964
1203.68765471499,9.250574186667155
1203.894943272589,15.11050978149164
1205.9009271890725,21.447664553974207
1212.9022818110755,30.09387279188579
1217.8642846656562,34.1596987154997
1225.0007130852505,37.93471125727668
1231.6707559703775,41.16733630435834
1236.09829078458,43.25110030154958
1237.519222035499,43.99841571965388
1238.1755726837557,46.75802417198003
1238.264427842212,46.75802417198003
1238.1053346105411,52.1331200131928
1236.2799802597376,54.150106080006296
1233.3345259052187,54.150106080006296
1229.9240561549927,54.150106080006296
1226.0511163298609,54.150106080006296
1222.3662027824494,54.150106080006296
1218.8320414827156,54.150106080006296
1215.7876915718543,54.150106080006296
1213.4553717057427,43.25786821161755
1211.3869704959297,43.25786821161755
1209.564015251195,43.25786821161755
1207.8326545554476,43.25786821161755
1206.2761724925228,43.25786821161755
1205.2550221591914,43.25786821161755
1204.2976803347349,43.25786821161755
1203.4445666354288,43.25786821161755
1202.3769245365688,43.25786821161755
1201.3427011047293,43.25786821161755
1200.3118685741865,43.25786821161755
1197.6600318568442,43.25786821161755
1193.0635157635086,43.163488454021554
1186.0652384522864,43.163488454021554
1177.508203577078,43.163488454021554
1167.5022454389268,43.163488454021554
1156.4585361726458,43.163488454021554
1144.7961460539689,42.64737044141465
1133.6646314352847,41.70744830280658
1122.6737398674973,40.55380246252171
1111.7481667443421,38.821639709667984
1101.3051034021282,37.07032771435172
1091.6952014454084,35.739025530358695
1082.9202166648931,34.89054498546902
1076.715657569349,41.04394569972722
1066.6648899381714,37.9250635154464
1060.7717448460678,36.321904230122605
1054.7605672390534,35.37423050963998
1048.9995584565636,33.574406078943795
1044.205851745005,33.50440398956183
1040.2848677804654,46.80915275298808
1037.1327483990885,33.01066320084941
1035.5008456286428,32.656140947841436
