what;lat;lon
Turn_left;53.545968195067275;9.96938656674061
4-ways intersection;53.55007096;9.96943106
Traffic_light;53.54613807494259;9.969437447276368
4-ways intersection;53.55008167086103;9.969437816281754
Traffic_light;53.55008167086103;9.969437816281754
Curve;53.55008919762323;9.969477658111355
Traffic_light;53.55026213;9.96947977
4-ways intersection;53.54606817661941;9.969490924932552
Traffic_light;53.55052289697765;9.969614964586595
Road_immission;53.55077725;9.96992164
Turn_left;53.55077725;9.96992164
4-ways intersection;53.550838;9.9699806
4-ways intersection;53.55090215710854;9.970016052498428
Traffic_light;53.551072568854465;9.970167280425434
Traffic_light;53.55072085;9.9702747
Traffic_light;53.55035351;9.97105479
Curve;53.547480503077935;9.971158747657254
Traffic_light;53.54543562502687;9.972425016095603
Turn_right;53.55382845171901;9.97263185581899
Road_immission;53.54990523;9.97296474
Turn_right;53.54990523;9.97296474
Traffic_light;53.54516187399973;9.973444055709503
Traffic_light;53.55001803;9.97350752
Turn_right;53.55020482;9.97378366
Traffic_light;53.55172289;9.97508345
Traffic_light;53.54460276684591;9.975130741884366
Traffic_light;53.5566129039664;9.975325778323612
Turn_left;53.5564302;9.9753457
Traffic_light;53.56040733415687;9.975410213121263
Traffic_light;53.56106488183498;9.97552039239901
Traffic_light;53.561002412755286;9.975562102174587
Traffic_light;53.55851223692364;9.97568234609955
Traffic_light;53.55850375323721;9.975693843088886
Traffic_light;53.55240959;9.9757665
Traffic_light;53.55835420054205;9.975824279339696
Traffic_light;53.56244264291184;9.97603805887628
Traffic_light;53.56245412843979;9.976046794481018
Turn_left;53.56234318;9.97607487
Traffic_light;53.5623505;9.97611003
Traffic_light;53.55280001;9.97613933
Curve;53.544022772360556;9.976466035191152
Traffic_light;53.55757340393332;9.976766245146438
Turn_right;53.55757340393332;9.976766245146438
Traffic_light;53.56384763653212;9.97691225799759
Traffic_light;53.55615039;9.97704432
Traffic_light;53.564331755770866;9.977324353191353
Turn_left;53.564331755770866;9.977324353191353
Traffic_light;53.54408611842145;9.97828581002882
Road_immission;53.5548986;9.9785917
Turn_right;53.5554435;9.9788671
Road_immission;53.544115087674754;9.980464974838645
Traffic_light;53.54408958721185;9.981895933331634
Curve;53.54408598718944;9.982006521881404
Traffic_light;53.5596198;9.9822585
Traffic_light;53.5641679990254;9.98237153896544
Traffic_light;53.544263747819464;9.982633819353305
4-ways intersection;53.5576824;9.9837572
Turn_right;53.55763450918544;9.983789355917708
Traffic_light;53.557080383887694;9.984180119502646
Traffic_light;53.55659024119981;9.984243142431943
Traffic_light;53.5556650628536;9.98426538439181
Traffic_light;53.54527719810719;9.984542169334599
Traffic_light;53.56402885075828;9.98456774395709
Turn_left;53.56402885075828;9.98456774395709
Traffic_light;53.55402615527353;9.984811524092498
Traffic_light;53.55275409204375;9.985339740142273
Turn_right;53.552746607760305;9.985367782507621
Traffic_light;53.55199545145193;9.985610636187042
Traffic_light;53.55191061163265;9.985732777217844
Turn_right;53.55189079211259;9.985746160951226
Traffic_light;53.55105004203234;9.985874614009722
Traffic_light;53.54979862646278;9.98616402992042
Traffic_light;53.549794344748314;9.986187402167678
Traffic_light;53.548872490672515;9.987362077247198
Curve;53.54879057642279;9.987475736180045
Turn_left;53.548775361458176;9.987486133145234
Traffic_light;53.54867150055085;9.987501627985754
Traffic_light;53.562080447507995;9.988696305964627
Traffic_light;53.558125691003184;9.988890472918923
Traffic_light;53.56155951952656;9.989780413583786
Traffic_light;53.560514927106276;9.99081676890058
Traffic_light;53.55750777192837;9.993028779700943
Turn_left;53.55750777192837;9.99303682632762
Traffic_light;53.557595401914064;9.99309583492325
Turn_right;53.557595401914064;9.99309583492325
Traffic_light;53.55768621825316;9.993516941719342
Curve;53.557674839250225;9.993569644409366
Traffic_light;53.5578614773038;9.993879039919804
Curve;53.557858161893726;9.993881545300576
Traffic_light;53.557858161893726;9.993881545300576
Traffic_light;53.55881151060068;9.993898413597181
Turn_left;53.55881151060068;9.993898413597181
