infrastructure,avg_coeff
Feat_4-ways intersection,0.0030666666666666668
Feat_Curve,0.0027466666666666677
Feat_Road_immission,0.004513333333333334
Feat_Traffic_light,0.003686666666666667
Feat_Turn_left,0.0034466666666666665
Feat_Turn_right,0.005286666666666666
old_dist,1.8517960000000005e-05
